Код,Наименование товаров,Заказ,Розничная,Корпоративная,от  5000 рублей,от 15000 рублей
00008531,"Кабель Type-C - Type-C 2.0м HOCO X93 Force, 3.0A, PD240Вт, пластик, черный (шт.)",,450.00 руб.,385.91 руб.,278.71 руб.,267.99 руб.
00008264,"Кабель Type-C 0.25м HOCO X35 Premium, круглый, 2.4A, ткань, цвет: золотой (шт.)",,200.00 руб.,150.21 руб.,108.49 руб.,104.32 руб.
00008534,"Кабель Type-C 0.25м HOCO X35 Premium, круглый, 2.4A, ткань, черный (шт.)",,200.00 руб.,150.21 руб.,108.49 руб.,104.32 руб.
00008535,"Кабель Type-C 0.25м HOCO X38 Cool, круглый, 3.0A, нейлон, черный (шт.)",,150.00 руб.,137.45 руб.,99.27 руб.,95.45 руб.
00008416,"Кабель Type-C 1.0м HOCO U53, круглый, 5.0A (шт.)",,400.00 руб.,352.80 руб.,264.60 руб.,254.80 руб.
00004933,"Кабель Type-C 1.0м HOCO U55, круглый, 3.0A, ткань, красный (шт.)",,400.00 руб.,358.29 руб.,248.82 руб.,238.86 руб.
00000555,"Кабель Type-C 1.0м HOCO U55, круглый, 3.0A, ткань, чёрный (шт.)",,400.00 руб.,358.71 руб.,249.10 руб.,239.14 руб.
00005943,"Кабель Type-C 1.0м HOCO X1 Rapid, круглый, 2.1A, силикон, белый (шт.)",,150.00 руб.,112.31 руб.,81.11 руб.,77.99 руб.
00003274,"Кабель Type-C 1.0м HOCO X13, Easy, круглый, 2.4A, силикон, чёрный (шт.)",,100.00 руб.,88.55 руб.,63.95 руб.,61.49 руб.
00005945,Кабель Type-C 1.0м HOCO X20 2.0A силикон черный (шт.),,200.00 руб.,184.67 руб.,128.24 руб.,123.11 руб.
00001140,"Кабель Type-C 1.0м HOCO X24, 2.4A силикон черный (шт.)",,350.00 руб.,307.80 руб.,222.30 руб.,213.75 руб.
00005946,"Кабель Type-C 1.0м HOCO X25, 2.0A силикон черный (шт.)",,250.00 руб.,229.14 руб.,159.13 руб.,152.76 руб.
00000817,"Кабель Type-C 1.0м HOCO X29, 2.0A, силикон, белый (шт.)",,400.00 руб.,356.40 руб.,247.50 руб.,237.60 руб.
00004792,"Кабель Type-C 1.0м HOCO X29, 2.0A, силикон, черный (шт.)",,400.00 руб.,356.40 руб.,247.50 руб.,237.60 руб.
00005551,"Кабель Type-C 1.0м HOCO X37, 3.0A, силикон белый (шт.)",,150.00 руб.,93.12 руб.,67.25 руб.,64.67 руб.
00007645,"Кабель Type-C 1.0м HOCO X50 3.0A, ткань, серый (шт.)",,200.00 руб.,151.20 руб.,109.20 руб.,105.00 руб.
00005134,"Кабель Type-C 1.0м HOCO X50 3.0A, ткань, черный (шт.)",,200.00 руб.,142.92 руб.,103.22 руб.,99.25 руб.
00007359,"Кабель Type-C 1.0м HOCO X60, 2.4A, магнитный силиконовый в коробке черный (шт.)",,600.00 руб.,534.60 руб.,371.25 руб.,356.40 руб.
00007639,"Кабель Type-C 1.0м HOCO X65, 2.4A силикон белый (шт.)",,250.00 руб.,234.60 руб.,162.92 руб.,156.40 руб.
00007854,"Кабель Type-C 1.0м HOCO X73 Sunway, круглый, 3.0A, силикон, чёрный (шт.)",,100.00 руб.,82.68 руб.,59.71 руб.,57.42 руб.
00007855,"Кабель Type-C 1.0м HOCO X88 Gratified, круглый, 2.4A, силикон, белый (шт.)",,100.00 руб.,56.02 руб.,40.46 руб.,38.90 руб.
00007856,"Кабель Type-C 1.0м HOCO X88 Gratified, круглый, 2.4A, силикон, черный (шт.)",,100.00 руб.,53.81 руб.,38.86 руб.,37.37 руб.
00003913,"Кабель Type-C 2.0м HOCO X20, круглый, 2.1A, силикон, чёрный (шт.)",,200.00 руб.,153.51 руб.,110.87 руб.,106.60 руб.
00006857,"Кабель Type-C 3.0м HOCO X20, круглый, 2.1A, силикон, белый (шт.)",,250.00 руб.,187.17 руб.,135.18 руб.,129.98 руб.
00006858,"Кабель Type-C 3.0м HOCO X20, круглый, 2.1A, силикон, чёрный (шт.)",,250.00 руб.,165.32 руб.,119.40 руб.,114.80 руб.
00006396,Кабель Type-C MAGNETIC M3 магнитный в коробке (1м) (шт.),,200.00 руб.,154.80 руб.,116.10 руб.,111.80 руб.
00003241,Кабель Type-C MS02 в пакете (1.0м) (шт.),,70.00 руб.,58.32 руб.,40.50 руб.,38.88 руб.
00001717,Переходник SmartBuy Type-C (М) -3.5 мм (F) переходник на наушники(для телефонов без разъема 3.5 мм)(A221) (шт.),,100.00 руб.,66.77 руб.,48.22 руб.,46.37 руб.
,Кабель-удлинитель USB AM-AF,,,,,
00000426,"5-905A  5.0 Удлинитель USB A ""шт"" - A ""гн"" с усилителем  5.0м (шт.)",,750.00 руб.,704.70 руб.,607.50 руб.,583.20 руб.
00004209,"5-905A 15.0 Удлинитель USB A ""шт"" - A ""гн"" с усилителем 15.0м (шт.)",,"1,500.00 руб.","1,440.45 руб.","1,200.38 руб.","1,152.36 руб."
00000970,Кабель-удлинитель USB 2.0 AM-AF 0.5m VS (U505) (шт.),,70.00 руб.,51.52 руб.,37.21 руб.,35.78 руб.
00001568,"Кабель-удлинитель USB 2.0 AM-AF 0.5m, Perfeo (U4501) (шт.)",,100.00 руб.,77.28 руб.,55.81 руб.,53.67 руб.
00002601,"Кабель-удлинитель USB 2.0 AM-AF 1.0m, Perfeo (U4502) (шт.)",,100.00 руб.,83.72 руб.,60.47 руб.,58.14 руб.
00007117,"Кабель-удлинитель USB 2.0 AM-AF 1.0m, VS (U510) (шт.)",,80.00 руб.,57.96 руб.,41.86 руб.,40.25 руб.
00003056,Кабель-удлинитель USB 2.0 AM-AF 1.5m Alencom с ферритами 57-005 (шт.),,150.00 руб.,132.39 руб.,91.94 руб.,88.26 руб.
00004746,Кабель-удлинитель USB 2.0 AM-AF 1.8m Smartbuy (K845) (шт.),,150.00 руб.,115.83 руб.,83.66 руб.,80.44 руб.
00008354,"Кабель-удлинитель USB 2.0 AM-AF 1.8m, Perfeo (U4503) (шт.)",,125.00 руб.,109.48 руб.,79.07 руб.,76.03 руб.
00003047,"Кабель-удлинитель USB 2.0 AM-AF 1.8m, VS (U518) (шт.)",,100.00 руб.,86.55 руб.,62.51 руб.,60.10 руб.
00004339,"Кабель-удлинитель USB 2.0 AM-AF 1.8m, зол.разъемы, ферр.кольца, проф. (UC5011-018A) (шт.)",,200.00 руб.,185.53 руб.,159.94 руб.,153.54 руб.
00000631,"Кабель-удлинитель USB 2.0 AM-AF 3,0m Smartbuy (K840) (шт.)",,200.00 руб.,182.13 руб.,126.48 руб.,121.42 руб.
00000747,"Кабель-удлинитель USB 2.0 AM-AF 3,0m, Alencom с ферритами 57-006 (шт.)",,200.00 руб.,173.47 руб.,120.47 руб.,115.65 руб.
00004292,"Кабель-удлинитель USB 2.0 AM-AF 3,0m, зол.разъемы, ферр.кольца, проф. (UC5011-030A) (шт.)",,220.00 руб.,204.72 руб.,176.48 руб.,169.42 руб.
00008355,"Кабель-удлинитель USB 2.0 AM-AF 3.0m, Perfeo (U4504) (шт.)",,160.00 руб.,141.68 руб.,102.33 руб.,98.39 руб.
00007030,"Кабель-удлинитель USB 2.0 AM-AF 3.0m, VS (U530) (шт.)",,120.00 руб.,96.61 руб.,69.78 руб.,67.09 руб.
00008356,"Кабель-удлинитель USB 2.0 AM-AF 5,0m Perfeo (U4505) (шт.)",,220.00 руб.,193.20 руб.,139.53 руб.,134.17 руб.
00000713,"Кабель-удлинитель USB 2.0 AM-AF 5,0m Smartbuy (K-855-80) (шт.)",,270.00 руб.,240.36 руб.,166.92 руб.,160.24 руб.
00001089,"Кабель-удлинитель USB 2.0 AM-AF 5,0m, Alencom с ферритами 57-007 (шт.)",,275.00 руб.,246.51 руб.,171.19 руб.,164.34 руб.
00004294,"Кабель-удлинитель USB 2.0 AM-AF 5,0m, зол.разъемы, ферр.кольца, проф. (UC5011-050A) (шт.)",,325.00 руб.,300.68 руб.,259.20 руб.,248.84 руб.
00005224,"Кабель-удлинитель USB 3.0 AM-AF 0,5m, AOPEN (шт.)",,280.00 руб.,243.92 руб.,211.40 руб.,203.27 руб.
00008241,"Кабель-удлинитель USB 3.0 AM-AF 0.5m, Telecom черный (TUS708-0.5M) (шт.)",,280.00 руб.,249.95 руб.,216.62 руб.,208.29 руб.
00003371,"Кабель-удлинитель USB 3.0 AM-AF 1.8m, Smartbuy (K-870-100) (шт.)",,250.00 руб.,201.96 руб.,175.04 руб.,168.30 руб.
,"Переходники OTG (microUSB, miniUSB, USB type C, Galaxy Tab)",,,,,
00000630,"26-002 Переходник USB гнездо А - штекер micro B L: 0,2 м OTG (шт.)",,85.00 руб.,73.77 руб.,51.23 руб.,49.18 руб.
00005213,"26-008 Переходник USB гнездо А - штекер Type C L: 0,2 м OTG (шт.)",,180.00 руб.,147.51 руб.,106.54 руб.,102.44 руб.
00000880,"5-935 Шнур USB Type-C ""шт"" - USB A ""гн"" /USB OTG / 0.15м (шт.)",,120.00 руб.,97.20 руб.,72.90 руб.,70.20 руб.
00002863,"5-941 Переход USB-M5P (mini B 5Pin ""шт"" - A ""гн"") 0.3м (шт.)",,50.00 руб.,32.40 руб.,24.30 руб.,23.40 руб.
00004789,6-070 Переход USB A “гн” - USB Type-C “шт” / USB OTG / (шт.),,100.00 руб.,66.60 руб.,51.80 руб.,49.95 руб.
00005004,6-073 Переход USB Type-C “шт” -  USB micro B “гн” (шт.),,50.00 руб.,45.36 руб.,34.02 руб.,32.76 руб.
00008114,"Адаптер 8 pin to USB-A Smartbuy, для флешек, клавиатуры, и пр. (A253) (шт.)",,460.00 руб.,412.62 руб.,298.00 руб.,286.54 руб.
00002123,"Адаптер OTG Smartbuy USB-C (M) - USB A 2.0 (F), для подключения OTG устройств (A220) (шт.)",,125.00 руб.,115.98 руб.,100.52 руб.,96.65 руб.
00003275,"Адаптер Smartbuy USB-C ""шт""- microUSB ""гн"" (M-USB) (шт.)",,50.00 руб.,48.57 руб.,42.10 руб.,40.48 руб.
00001761,"Адаптер Type-C to USB-A 3.0 Smartbuy, золотистый (SBR-OTG05-GD) (шт.)",,200.00 руб.,186.59 руб.,134.76 руб.,129.58 руб.
00001314,"Адаптер Type-C to USB-A 3.0 Smartbuy, серебристый (SBR-OTG05-S) (шт.)",,200.00 руб.,187.50 руб.,156.25 руб.,150.00 руб.
00006465,"Адаптер Type-C to USB-A 3.0 Smartbuy, синий (SBR-OTG05-B) (шт.)",,160.00 руб.,149.69 руб.,129.73 руб.,124.74 руб.
00001237,"Кабель PERFEO USB 2.0 - Mini USB (OTG), 1.0 м. (U4203) (шт.)",,100.00 руб.,89.59 руб.,75.38 руб.,72.29 руб.
00005109,"Кабель VS USB2.0 A розетка - Micro USB вилка (OTG), длина 0,2 м. (U202) (шт.)",,100.00 руб.,48.30 руб.,40.25 руб.,38.64 руб.
00000342,Переходник USB 2.0 - Micro USB (OTG) без корпуса (шт.),,30.00 руб.,27.86 руб.,19.21 руб.,18.48 руб.
00001713,Переходник USB OTG iPhone 5 на Type-C на блистере (шт.),,100.00 руб.,81.00 руб.,60.75 руб.,58.50 руб.
00005153,Переходник USB OTG micro USB на iPhone 5 KXS001 в пакете (шт.),,50.00 руб.,42.12 руб.,31.59 руб.,30.42 руб.
,USB,,,,,
00004695,"18-4291 USB-AUX кабель на miniUSB для портативных колонок 0,5м REXANT (шт.)",,100.00 руб.,99.75 руб.,65.63 руб.,63.00 руб.
00003366,"5-920 Шнур USB-A ""шт"" -  3 x RCA ""шт"" 1.8м (шт.)",,50.00 руб.,123.99 руб.,89.55 руб.,86.10 руб.
00003901,"5-921 Шнур USB A ""шт"" - 3.5мм ""шт"" 4 контакта 1.0м (шт.)",,100.00 руб.,66.24 руб.,51.52 руб.,49.68 руб.
00007127,"5-922 Шнур USB A ""гн"" - 3.5мм ""шт"" 4 контакта 1.0м (шт.)",,100.00 руб.,76.14 руб.,52.88 руб.,50.76 руб.
00005128,USB дата кабель для фотоаппаратов (8PIN) (шт.),,250.00 руб.,212.40 руб.,159.30 руб.,153.40 руб.
00008157,"Кабель Type-C --> Lightning/Type-C 1,2 m HOCO U95 Illustrious Multifunction, круглый, 2.4A, ткань, PD 20W, чёрный (шт.)",,450.00 руб.,405.53 руб.,292.88 руб.,281.62 руб.
00007901,"Кабель USB 2.0 A--> 2 Lightning/Type-C/microUSB 1,0 m HOCO X76 Super, 2.0A, цвет: чёрный (шт.)",,200.00 руб.,177.12 руб.,127.92 руб.,123.00 руб.
00008402,"Кабель USB 2.0 A--> Lightning/Type-C/microUSB 1,0 m HOCO UPL12 Metal Jelly, плоский, 2.1A, силикон, золотой (шт.)",,450.00 руб.,372.44 руб.,268.99 руб.,258.64 руб.
00007906,"Кабель USB 2.0 A--> Lightning/Type-C/microUSB 1,0 m HOCO X76 Super, 2.0A, цвет: чёрный, красный (шт.)",,200.00 руб.,153.51 руб.,110.87 руб.,106.60 руб.
00008479,"Кабель USB 2.0 A--> Lightning/Type-C/microUSB 1,0 m HOCO X77 2.0A силикон белый (шт.)",,200.00 руб.,146.70 руб.,105.95 руб.,101.88 руб.
00008480,"Кабель USB 2.0 A--> Lightning/Type-C/microUSB 1,0 m HOCO X77 2.0A силикон черный (шт.)",,200.00 руб.,146.70 руб.,105.95 руб.,101.88 руб.
00002735,"Кабель USB 2.0 A--> micro B 5P 1,0 m Lider mobile MX-CB37 магнитный в коробке 3 в 1 (micro USB + iPhone 5 + Type-C) (шт.)",,300.00 руб.,270.00 руб.,202.50 руб.,195.00 руб.
,VGA,,,,,
00004657,"Кабель соединительный 5bites SVGA (15M - 15M), 2 фильтра, 1.0 м. (APC-133-010) (шт.)",,280.00 руб.,251.49 руб.,209.58 руб.,201.20 руб.
00001296,"Кабель соединительный AT7990 SVGA (15M - 15M), 2 фильтра, 3 м. (шт.)",,480.00 руб.,450.00 руб.,375.00 руб.,360.00 руб.
00005495,"Кабель соединительный SVGA (15M - 15M), 2 фильтра,  1.5 м. (шт.)",,100.00 руб.,84.60 руб.,63.45 руб.,61.10 руб.
00007064,"Кабель соединительный SVGA (15M - 15M), 2 фильтра,  5.0 м. ENERGY POWER (шт.)",,250.00 руб.,221.40 руб.,159.90 руб.,153.75 руб.
00004988,"Кабель соединительный SVGA (15M - 15M), 2 фильтра, 15.0 м., ENERGY POWER (шт.)",,800.00 руб.,700.20 руб.,525.15 руб.,505.70 руб.
00008417,"Кабель соединительный SVGA (15M - 15M), 2 фильтра, 20.0 м., ENERGY POWER (шт.)",,"1,000.00 руб.",936.00 руб.,702.00 руб.,676.00 руб.
00006501,"Кабель соединительный TV-COM SVGA (15M - 15M), 2 фильтра, 1.8 м (шт.)",,250.00 руб.,219.15 руб.,189.93 руб.,182.63 руб.
00006527,Конвертер разветвитель VGA-SPLITTER 1x2 порта VGA-2002 (шт.),,800.00 руб.,760.00 руб.,641.25 руб.,617.50 руб.
00004717,Конвертер разветвитель VGA-SPLITTER 1x4 порта VGA-2004 (шт.),,800.00 руб.,750.00 руб.,625.00 руб.,600.00 руб.
,Акустический,,,,,
,"Кабели акустические аллюминивые, покрытые медью",,,,,
00003183,Кабель SCC-RB CCA акустический 2 x 0.16мм2 омедненный красно-черный 100м (м.),,7.00 руб.,6.94 руб.,5.94 руб.,5.72 руб.
00003184,Кабель SCC-RB CCA акустический 2 x 0.25мм2 омедненный красно-черный 100м (м.),,10.00 руб.,8.40 руб.,7.56 руб.,7.28 руб.
00003185,Кабель SCC-RB CCA акустический 2 x 0.35мм2 омедненный красно-черный 100м (м.),,12.00 руб.,9.90 руб.,8.91 руб.,8.58 руб.
00003186,Кабель SCC-RB CCA акустический 2 x 0.50мм2 омедненный красно-черный 100м (м.),,15.00 руб.,13.76 руб.,11.61 руб.,11.18 руб.
00003187,Кабель SCC-RB CCA акустический 2 x 0.75мм2 омедненный красно-черный 100м (м.),,20.00 руб.,16.50 руб.,14.85 руб.,14.30 руб.
00003188,Кабель SCC-RB CCA акустический 2 x 1.00мм2 омедненный красно-черный 100м (м.),,25.00 руб.,21.00 руб.,18.90 руб.,18.20 руб.
00003218,Кабель SCC-RB CCA акустический 2 x 1.50мм2 омедненный красно-черный 100м (м.),,35.00 руб.,30.40 руб.,25.65 руб.,24.70 руб.
00001867,Кабель SCC-RB CCA акустический 2 x 2.50мм2 омедненный красно-черный 100м (м.),,50.00 руб.,43.50 руб.,39.15 руб.,37.70 руб.
00003219,Кабель SCC-RB CCA акустический 2 x 4.00мм2 омедненный красно-черный 100м (м.),,75.00 руб.,66.00 руб.,59.40 руб.,57.20 руб.
00003220,Кабель SCC-RB CCA акустический 2 x 6.00мм2 омедненный красно-черный 50м (м.),,120.00 руб.,111.00 руб.,99.90 руб.,96.20 руб.
00003461,Кабель SCC-TR CCA акустический 2 x 0.16мм2 омедненный прозрачный 100м (м.),,8.00 руб.,7.50 руб.,6.75 руб.,6.50 руб.
00003462,Кабель SCC-TR CCA акустический 2 x 0.25мм2 омедненный прозрачный 100м (м.),,12.00 руб.,9.90 руб.,8.91 руб.,8.58 руб.
00003463,Кабель SCC-TR CCA акустический 2 x 0.35мм2 омедненный прозрачный 100м (м.),,15.00 руб.,11.20 руб.,9.45 руб.,9.10 руб.
00003464,Кабель SCC-TR CCA акустический 2 x 0.50мм2 омедненный прозрачный 100м (м.),,20.00 руб.,15.00 руб.,13.50 руб.,13.00 руб.
00003465,Кабель SCC-TR CCA акустический 2 x 0.75мм2 омедненный прозрачный 100м (м.),,25.00 руб.,18.00 руб.,16.20 руб.,15.60 руб.
00003466,Кабель SCC-TR CCA акустический 2 x 1.00мм2 омедненный прозрачный 100м (м.),,30.00 руб.,24.00 руб.,21.60 руб.,20.80 руб.
00000149,Кабель SCC-TR CCA акустический 2 x 1.50мм2 омедненный прозрачный 100м (м.),,40.00 руб.,33.00 руб.,29.70 руб.,28.60 руб.
00003163,Кабель SCC-TR CCA акустический 2 x 2.50мм2 омедненный прозрачный 100м (м.),,60.00 руб.,49.50 руб.,44.55 руб.,42.90 руб.
00004905,Кабель SCC-TR CCA акустический 2 x 4.00мм2 омедненный прозрачный 100м (м.),,80.00 руб.,75.00 руб.,67.50 руб.,65.00 руб.
00006608,Кабель SCC-TR CCA акустический 2 x 6.00мм2 омедненный прозрачный 50м (м.),,120.00 руб.,108.00 руб.,97.20 руб.,93.60 руб.
,"Кабели акустические медные(SCC)  OFC 99,9%",,,,,
00006610,"09-019 Акустический кабель 1,50 мм2 силикон BLUE LINE на катушке 100 м медь (м.)",,50.00 руб.,45.62 руб.,42.24 руб.,40.55 руб.
